"mean" "se_mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "n_eff" "Rhat"
"R0" 4.64785861944983 0.00746242797709964 0.235849141419965 4.1400728648577 4.49021938733955 4.67800975904061 4.84390722469373 4.98535989918517 998.868445702076 1.00089018708573
"r_lock_1" 0.185311420940637 0.000371914389646519 0.0116804607047545 0.1693166995441 0.175925364672833 0.183160832279905 0.192988793737446 0.211825389442517 986.356660805533 1.00090744505607
"m_lock_1" 0.157263286797966 0.000282515935431273 0.00850007801081273 0.14224464534566 0.151346400972911 0.156534684002457 0.162067342560392 0.177246234003462 905.232054962144 0.999245072521056
"shift_lock_1" 0.673619618672065 0.0159649819167707 0.608898503219844 0.0261006831662931 0.215194794337313 0.483228177593511 0.961199908081226 2.28949869212512 1454.63137633393 0.999267969509242
"gamma_s" 0.610303590987959 0.00311482119740547 0.113409970713534 0.420818987848498 0.524463149846764 0.600614319690861 0.686921718904859 0.847550345394707 1325.67245783309 0.999886056047181
"gamma_H" 0.285249414285879 0.00266470327714122 0.0740240346675173 0.184774521638883 0.234472173320299 0.271476618499097 0.318569166832827 0.47387001662369 771.69874333988 1.00245409641379
"gamma_ICU" 0.171902766484954 0.00120575330058057 0.0421535253186276 0.112037174119443 0.142789239580111 0.164522131186156 0.192159885106957 0.26871856743966 1222.22421163609 1.00008010965961
"eps_H_ICU" 0.117524198190779 0.00102782355423662 0.0324795953430423 0.0718590180354803 0.0936245271362494 0.111704732495944 0.133746831128093 0.196576638985763 998.582814399486 1.00015218971545
"eps_H_x" 0.030891080210468 0.000221578231811405 0.00631390891256479 0.0207990110719748 0.0264619226256752 0.0300745764298592 0.0343546345699514 0.045782956472919 811.974592135221 1.00017643822414
"eps_ICU_x" 0.0498546143444285 0.000784008785928981 0.0317897326404963 0.00654038298451289 0.0257516693316924 0.0440418867543738 0.0671688450951719 0.129105199452274 1644.11386427734 1.00124639644152
"r_d_s" 0.190907916490479 0.00282896679179668 0.0966609374072649 0.0544388345152664 0.117708051798077 0.175762988492923 0.247607347680086 0.425635216754793 1167.47155030631 0.999278654639277
"r_d_a" 0.106006017031906 0.00214712668926184 0.0725060748336619 0.0142105297250818 0.0524321521757452 0.0899979196681452 0.1415584492971 0.284249417821829 1140.33761249871 1.00065669454008
