"mean" "se_mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "n_eff" "Rhat"
"R0" 4.35206453693726 0.0100052904624815 0.368707204848132 3.60864060920729 4.08533610999307 4.37116899340903 4.64533389080859 4.95450432926672 1358.01274587882 1.00279805578398
"r_lock_1" 0.203415471630666 0.000551632025490156 0.0205191096706342 0.173302356477587 0.186946197448343 0.200955734130107 0.216791718380683 0.247766417425252 1383.62398614041 1.00278900931038
"m_lock_1" 0.159840920700085 0.000226953463277277 0.00932797854433831 0.144530877738551 0.153335346331258 0.158922343733771 0.165391225775833 0.180550277756175 1689.27925252539 1.0010596212539
"shift_lock_1" 0.81254515681409 0.0140965171993612 0.731070974570951 0.0261166829133041 0.249052461709948 0.6124586643398 1.15720027199667 2.68088439450721 2689.64790978967 0.999441481110175
"gamma_s" 0.656345895397941 0.00250950686530302 0.113684871731 0.451281014123229 0.573491196129856 0.652821431080418 0.735992809243895 0.876947818015914 2052.24202168192 1.00107538760557
"gamma_H" 0.299737406631442 0.00241764465751372 0.0778775953274265 0.192253899457296 0.245460473675527 0.284125087049644 0.337849560969548 0.488771219353637 1037.62428569639 1.00208103176472
"gamma_ICU" 0.173645257689998 0.00107068129454485 0.041891865201939 0.113807902755364 0.14519102992226 0.167276327861579 0.192578075929303 0.27526485676377 1530.8722972679 1.00173230434995
"eps_H_ICU" 0.113732859087653 0.000942156684480284 0.0325054582073252 0.0681062211721747 0.092174221336743 0.108378906447517 0.128680857980943 0.195258119496127 1190.32708916923 1.0020323977357
"eps_H_x" 0.0298483763137116 0.000166874764942769 0.00553020563218624 0.020736455734005 0.0261483046302136 0.0290895384384201 0.0331455488456536 0.0421625197988487 1098.25003661574 1.00168848776652
"eps_ICU_x" 0.0481424910175182 0.00064686021595681 0.0303941943919072 0.00659170039093002 0.0248506327389513 0.0424877816142979 0.0652772448069485 0.124561785440464 2207.80336372219 0.99892281429095
"r_d_s" 0.195932956090548 0.00254149901803728 0.0974930846504135 0.0563366539907477 0.121307018691266 0.180495137753811 0.252627021616811 0.422143021580592 1471.52529075768 1.0017437081676
"r_d_a" 0.0932582029961545 0.00162463162453564 0.0663432588055407 0.00936616389885922 0.0439384037123438 0.0791807262317966 0.126226905381556 0.256291009225065 1667.56893158153 1.00209638329729
