"mean" "se_mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "n_eff" "Rhat" "t" "date" "eta" "type" "populasyon"
"1" 600701.460647257 735520.765153938 1040703.95599809 0.746917215251398 0.921004205254026 1.0560671877122 600493.763825281 2403347.48067094 2.00200212664038 9041.60857489902 1 2020-03-10 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"2" 1184617.53469568 1450488.72855085 2052327.29650589 1.50536153321752 1.92100007855371 2.23856174042519 1184308.85969267 4739347.4333807 2.00200208828227 10626.0062489418 2 2020-03-11 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"3" 1282678.17079648 1570556.07631062 2222213.10616911 2.68073398030211 3.34787489397769 3.8534375492235 1282437.13866247 5131263.53445098 2.00200203465714 14883.716479063 3 2020-03-12 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"4" 1104257.55153355 1352087.91069172 1913097.85321842 4.692204426785 5.74275935519519 6.49354862539191 1104141.77524374 4417376.99810863 2.00200201082608 17392.8483379288 4 2020-03-13 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"5" 825094.140431618 1010264.36263799 1429444.49043907 8.16000178715528 9.72114527105155 10.8484871891603 824895.362336871 3300890.41342261 2.00200207542461 9555.6009377232 5 2020-03-14 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"6" 562981.103596455 689314.72622798 975326.083739901 13.9628298782867 16.2663981220368 17.8512432569223 562731.364806476 2252662.57046112 2.00200226547292 5764.91931267302 6 2020-03-15 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"7" 361878.297581946 443063.393932837 626899.880840922 23.4308047353608 26.8132949659969 29.0387873351827 361644.844829561 1448211.50635884 2.00200258867203 4029.44758214351 7 2020-03-16 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"8" 223367.14728908 273444.241467015 386902.155411037 38.3256635549701 43.1215128224926 46.4066394802568 223181.330087127 893987.966723309 2.00200304891047 3073.83377989483 8 2020-03-17 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"9" 133997.056174492 163984.485894086 232025.221036237 61.4539032352601 68.0596450093565 72.6815010862391 133863.670664849 536272.319122101 2.00200364977554 2474.34858077893 9 2020-03-18 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"10" 78744.4566196365 96284.4007171739 136234.921310448 95.9526976688617 105.109826866152 111.787622031969 78659.7972260835 315004.6789985 2.00200439772108 2059.82837400427 10 2020-03-19 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"11" 45586.1957937265 55617.2452206518 78694.0843996909 145.472165743058 158.192073435955 167.616148869973 45542.7111591079 182094.592508045 2.00200531206887 1738.77842526265 11 2020-03-20 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"12" 26124.2957168113 31694.5734827767 44845.3741182774 214.080714878344 232.387665953618 244.960513543607 26116.7235271194 103937.228212625 2.00200648185505 1422.4557525051 12 2020-03-21 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"13" 14908.2399628801 17837.0066197548 25237.9992165547 305.090019273162 330.880681889261 348.301162363535 14934.6190282239 58711.8171750891 2.00200841258551 997.080730348176 13 2020-03-22 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"14" 8556.47768350125 9899.40505183677 14006.9207679364 421.026524081752 457.346090001203 482.209185607794 8619.10084704709 32874.3561557637 2.00201420635825 527.708563213893 14 2020-03-23 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"15" 5032.8433576387 5385.8418506983 7620.61989642685 565.625710765435 615.413795949003 648.522300825501 5135.63829948396 18267.6608405338 2.00204302847194 230.239247481343 15 2020-03-24 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"16" 3136.39768093031 2825.80423694376 3998.50551820347 740.059985825427 805.000199240091 847.753761888666 3281.14963047559 10083.45098122 2.00221751183306 93.6458531320969 16 2020-03-25 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"17" 2168.8164806377 1367.48893072251 1935.58154789387 937.809273979701 1022.01087452287 1076.84125614576 2355.77677138754 5533.15178028038 2.003435234234 35.8309111263077 17 2020-03-26 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"18" 1727.56553434228 524.718412880874 745.127650566753 1159.48466683968 1263.52973646025 1330.37705485182 1959.91060404842 3020.40711569032 2.01654886762761 11.2668216952604 18 2020-03-27 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"19" 1581.31193451396 20.3070487167077 89.1383075939106 1395.69350131827 1521.11097042885 1600.64507308297 1637.85284398869 1748.66625762338 19.2679338653497 1.07851145286826 19 2020-03-28 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"20" 1596.70182010462 291.82861718976 421.68336125404 882.451489651203 1348.80671902984 1784.41587868345 1879.11285249144 2047.75274751661 2.087935966531 4.7290617565559 20 2020-03-29 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"21" 1696.19709918476 498.581523960665 711.680904125231 475.625064341258 1423.47596074558 2048.3171873961 2152.35873202998 2338.94852174415 2.03750303570112 7.25319839618635 21 2020-03-30 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"22" 1834.17557961872 644.882711229921 917.97150375669 255.559505109489 1545.02696042698 2301.83775626342 2414.43387638585 2616.52657166902 2.02626821298744 8.74533543057625 22 2020-03-31 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"23" 1983.56647942179 754.365620152841 1072.49641959745 136.95331913773 1681.95369446473 2541.1643636703 2654.76273276696 2863.99478796815 2.02128674111444 9.79514273852556 23 2020-04-01 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"24" 2128.3657430656 839.515116939039 1192.65536264563 73.2338912616484 1819.53804096954 2755.77659101812 2868.34896467511 3074.42341693769 2.01824037031008 10.6610334891637 24 2020-04-02 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"25" 2259.3983183393 906.934137958332 1287.73673257153 39.0969903642312 1946.31629325363 2940.98090174046 3056.70010251667 3255.2976533032 2.01605636118134 11.4448540577054 25 2020-04-03 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"26" 2371.8372897785 960.258484259644 1362.88691901715 20.8528910611756 2040.0516116412 3096.66359752884 3211.38938618032 3410.4314440716 2.01438899606092 12.1719005941526 26 2020-04-04 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"27" 2463.67641075457 1001.69043910862 1421.24345158852 11.1230875644833 2118.0070114698 3221.23098148074 3335.46528085847 3534.94036469137 2.01312107881586 12.8300639766478 27 2020-04-05 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"28" 2534.7348558468 1032.77596545338 1465.01716459476 5.94296717401594 2179.75611939131 3318.68842612541 3429.81911805242 3631.23854048138 2.01220943474315 13.3934736625154 28 2020-04-06 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"29" 2585.98059586476 1054.78911086197 1496.00473381164 3.19049478769302 2225.84934604649 3389.47737551339 3499.6604672222 3695.3042451209 2.01156773086852 13.8392616125679 29 2020-04-07 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"30" 2619.05565380867 1068.86543790138 1515.81068851831 1.72945995731279 2257.41566154339 3437.49196023996 3545.11906916776 3742.42993819284 2.01114721409665 14.1581683077657 30 2020-04-08 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"31" 2635.94570552271 1076.06119638989 1525.92282384277 0.954865006543696 2275.89390599284 3458.05079925273 3568.44884155649 3758.86938685597 2.01090334539609 14.3576002282204 31 2020-04-09 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"32" 2638.75241175654 1077.36668355336 1527.72806411249 0.544564235117286 2282.84759947213 3460.64489040366 3575.53431240025 3757.23213028929 2.01078219321806 14.4581240479081 32 2020-04-10 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"33" 2629.54368379793 1073.69285980963 1522.50539605933 0.327459469530731 2279.84310382839 3448.39542629133 3564.04336443709 3740.32629246505 2.01074756316559 14.4867199843285 33 2020-04-11 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
"34" 2610.26119251158 1065.86681301959 1511.41565074497 0.212655811104923 2268.37772317037 3423.3275535612 3537.90702764984 3719.12576462494 2.01076792883226 14.47043350402 34 2020-04-12 "-100%" "predicted_daily_cases" "Gunluk Vaka Sayisi"
