"mean" "se_mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "n_eff" "Rhat"
"R0" 3.03027237290278 0.00172187252397363 0.0393058268454079 2.96520021338199 3.00277318774636 3.02419298502134 3.05260106901069 3.12063940439351 521.088970866743 1.0017534130803
"r_lock_1" 0.299091884712372 0.000205594592853861 0.00541763119060858 0.286750289675014 0.295702861756005 0.299668989081519 0.303009964308018 0.30810968611409 694.377270767196 1.00111008592479
"m_lock_1" 0.182508283780106 0.000382105173611804 0.0137978369555847 0.158725240779425 0.172717692440917 0.181032469690725 0.191012342978448 0.212022967866319 1303.9357169002 0.999327507846594
"m_relax_1" 0.28412102418075 0.0018100034649672 0.0606476693702882 0.169173238114387 0.244217605738055 0.281374616888634 0.320770457437125 0.414231076258817 1122.71472715118 1.00039876679381
"shift_lock_1" 2.65990235855221 0.0308156478080819 1.0096173618733 0.823169639320221 1.95688142288991 2.62765733402731 3.2959989568868 4.79267955424866 1073.4232970408 0.998899475697441
"gamma_s" 0.784314626231038 0.00266476506409821 0.0932257358147698 0.589004018513495 0.722829134922397 0.791209221678154 0.854891188476346 0.94044701339637 1223.92213090561 0.998994254209974
"gamma_H" 0.172393960711711 0.000929146459017964 0.0267813877297781 0.132390961594945 0.154282095994583 0.167980617781792 0.186998502322102 0.236585198571877 830.802513694157 1.00265757227855
"gamma_ICU" 0.0993885438423408 0.00094823864256341 0.0281316928116292 0.0599876700840969 0.0797206650394309 0.0949196411036155 0.112451320510428 0.165430701834629 880.149473405305 1.00106834840848
"eps_H_ICU" 0.272044180453349 0.00311839213311169 0.097486240622664 0.139125233184226 0.202496316126294 0.249304768789166 0.324616578375875 0.519637077913006 977.293912452927 1.00398154757594
"eps_H_x" 0.102900188376841 0.00147965505719883 0.0405820579023285 0.0486261428493387 0.0743741800524351 0.0949276359556554 0.122031552015643 0.206863145524981 752.223967239584 1.00728487069755
"eps_ICU_x" 0.0396778142005539 0.000763772668564051 0.0258293074428763 0.00514256236523783 0.0201452752905954 0.0346055733884977 0.0535862287676844 0.100068627633026 1143.66096175097 1.00126961495913
"r_d_s" 0.046034864299853 0.00106042915565792 0.0277719987794822 0.0121812494094459 0.0267730542727725 0.0393217148549705 0.0577484754136463 0.118987666972829 685.884447632029 1.00670413062925
"r_d_a" 0.249024622713413 0.0030687774758033 0.10255197890664 0.0812329227228398 0.171787411832604 0.239100189896038 0.312675203341638 0.478482898126429 1116.75342903074 1.00011007419705
