"mean" "se_mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "n_eff" "Rhat"
"R0" 3.87268015787091 0.049685382406997 0.56117213281016 2.85456410360249 3.42948757294388 3.83448389897888 4.33769815549746 4.87267614948187 127.565994493862 1.05506143271674
"r_lock_1" 0.325967357517277 0.00332061810607296 0.0382002015934653 0.265431510477314 0.2965022126072 0.322533242665504 0.351487630404644 0.408650153831437 132.340705769725 1.04258880378605
"gamma_s" 0.612326344775868 0.161001349882146 0.257571174627603 0.258497226649472 0.40568772625543 0.53786543424869 0.975607510158135 0.999999999999999 2.55938418761619 2.13151994642755
"gamma_H" 0.294764922518976 0.0113152676749929 0.0832817894416159 0.170590558806314 0.232941080559083 0.282735546688169 0.34500979078559 0.480696350160673 54.1714464489428 1.13111437326622
"gamma_ICU" 0.190171762577256 0.00987303429442034 0.0531095973280546 0.112109615825843 0.149470166155208 0.180426343827346 0.223689719964758 0.307790671708754 28.9364151219139 1.13115042557529
"eps_H_ICU" 0.121496056911496 0.012035954449223 0.0393738698797969 0.0656263896050714 0.0914859468654459 0.113359678194534 0.145989531933127 0.209561176258775 10.7017581612414 1.15152149236362
"eps_H_x" 0.0296560493872691 0.0013462584254295 0.00695334708270636 0.0176576800922671 0.0249051093716866 0.0287830998717021 0.0336125000993331 0.0459764966956079 26.6766289199291 1.24306767482656
"eps_ICU_x" 0.0608816740163147 0.00562482678939544 0.0371680362896945 0.00929604191917678 0.030236156393941 0.0566346062295799 0.0862804088723152 0.139939867453624 43.6637393960266 1.12653385591518
"r_d_s" 0.00364865465137568 0.000146137806120055 0.000748835651788705 0.00236328513298288 0.00313993780941623 0.00359942134869132 0.00408452041514405 0.00532736542029486 26.2571665633354 1.08040231350074
"r_d_a" 0.00186043747074149 0.000174004180709554 0.00104624523210951 0.000300979597113263 0.00105698038517736 0.0017270673459811 0.00251393562692462 0.00438305143677557 36.1532727624573 1.10534499932116
