"mean" "se_mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "n_eff" "Rhat"
"R0" 4.03394552701259 0.0210463390184423 0.548614656220191 2.92260440118728 3.63457313587815 4.060802799202 4.47884036384257 4.923538342698 679.487837586967 0.999226645277981
"r_lock_1" 0.334043573878587 0.00135844077864751 0.0359219677999139 0.28148548933137 0.307042560291474 0.328087876007962 0.355871009511771 0.42206524319063 699.260213319557 0.999872327052858
"gamma_s" 0.518984109105733 0.00462313649506336 0.149917862414361 0.275425415400906 0.403665095610449 0.504286187078555 0.624929497468096 0.840392485793834 1051.55823969271 0.999511397707103
"gamma_H" 0.463612033435174 0.00369044968287027 0.128873676124546 0.271198018044244 0.367204833870561 0.443369763658552 0.542117966528765 0.7643632288611 1219.46645201151 1.002750344261
"gamma_ICU" 0.114525292250976 0.00112161695612329 0.0303510142662974 0.0623905647007593 0.0930854032481146 0.112698363509074 0.13282158517036 0.179405972663512 732.246467779085 1.00631926740326
"eps_H_ICU" 0.802975936065107 0.00302141968410815 0.0983078527977608 0.57976684697609 0.744397420334859 0.816353803180177 0.876146920678465 0.951098605339599 1058.6546575388 1.00281868270708
"eps_H_x" 0.327368570290811 0.00271691700599314 0.0714276298396953 0.205337450297004 0.275307424550632 0.320441061308765 0.374915765426379 0.476856581443559 691.161811572512 1.00502851724122
"eps_ICU_x" 0.0832632578621952 0.00133153239454383 0.0474011747331856 0.0120897324404835 0.0482198400697613 0.0767417292418699 0.112663296444422 0.191152083261811 1267.28628893703 1.00151226436756
"eps_H" 0.0734930137151181 0.000599858976033775 0.0161083630365747 0.0475679481557054 0.0620932218476879 0.0717067009112474 0.0822968411697125 0.110428808181939 721.114941010082 1.00645423196256
"r_d_s" 0.00411932679196175 2.29700042566519e-05 0.00059865989222005 0.00321273535570974 0.00367920979453625 0.00402585242289348 0.00449227255460752 0.00546993117738357 679.263337981044 1.0023666520422
"r_d_a" 0.00308466074309725 8.54802723294542e-05 0.00303180970985716 0.000235866084141875 0.0011033795377264 0.00223041656027161 0.00403878325671528 0.0108540092434182 1257.97521570788 1.00056093521583
"r_r_s" 0.0170750308786998 4.59387077263236e-05 0.00235503283795186 0.0129218777089666 0.0154345610879564 0.0169665056471475 0.0184756098000072 0.0221619754321154 2628.06671636457 0.998443343189811
"r_r_a" 0.145815461289703 0.00647028330409312 0.182328151185297 0.00224159325376402 0.0307429145779997 0.076911351458023 0.177328346358956 0.759695767033664 794.073792301493 1.00311303596052
