"mean" "se_mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "n_eff" "Rhat"
"R0" 3.98310940609897 0.0287555641832156 0.605388020442166 2.79418778262454 3.54853679173305 4.01252235280601 4.47445501229973 4.95226306118543 443.224603167908 1.01169931959909
"r_lock_1" 0.263520295222382 0.0122665671042858 0.0642197481719007 0.161668139933217 0.20935030463968 0.265878136390201 0.309181351438439 0.389716886145962 27.4088692065883 1.1029625659344
"gamma_s" 0.435815682555189 0.00853255440247784 0.141072133342361 0.224428243143665 0.327801161592681 0.415853696895217 0.526533638770059 0.759312109777091 273.353309299084 1.01380860803746
"gamma_H" 0.219790434020777 0.0117138417149556 0.0801954908944353 0.119039705091017 0.157914358703108 0.205607251248081 0.26407594815327 0.426306027169279 46.8706738974284 1.06234257277612
"gamma_ICU" 0.177143818702054 0.00150314856908017 0.0452358037860747 0.107566921133641 0.146828019803193 0.170051827730952 0.19866509449926 0.290081495982902 905.650868023311 1.00215234255698
"eps_H_ICU" 0.148476713117597 0.0085769905048795 0.0618996389261772 0.0691443314841759 0.102075235623742 0.135341440361497 0.180708506211141 0.301171187475234 52.0842449617754 1.05658516126881
"eps_H_x" 0.0354477576918442 0.00124782513488685 0.0107658680623979 0.0202478137613453 0.0275792797205699 0.0329087827598283 0.0411396563188163 0.0617273458534839 74.437306109497 1.03545660509086
"eps_ICU_x" 0.0832789268785944 0.00678405219958905 0.0545337687187587 0.0104972294593468 0.0408568934070632 0.0721112340436789 0.114206002098614 0.21399739431821 64.6178735375943 1.04991939570452
"r_d_s" 0.0344398183843345 0.00890724261684991 0.048531979741428 0.00307975686422891 0.00425540777606175 0.00563052292045399 0.0567253628325946 0.16616077290742 29.687214579209 1.09945677716
"r_d_a" 0.0639569776100964 0.0184496146031066 0.0955533005025587 0.000428369011682466 0.00182553555159966 0.00393519866487399 0.115798663403634 0.309799533040868 26.8235829496567 1.1085995581272
