"mean" "se_mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "n_eff" "Rhat"
"R0" 4.31548179674673 0.0163205526207847 0.38054677845392 3.63475580584762 4.0165542244499 4.3097861849943 4.62353542574879 4.97312346717989 543.683783379288 1.00874160486046
"r_lock_1" 0.204889922141855 0.000909545600190942 0.0212978304662917 0.17208478153225 0.187872928078146 0.203511965522714 0.219977409874466 0.247484196739328 548.304457601463 1.00990893287762
"m_lock_1" 0.171317558827358 0.0002644194944597 0.00885301776598566 0.155155834042262 0.165349638493885 0.170741831684878 0.176597740643451 0.19171993809934 1120.97449227672 0.998529845312691
"m_relax_1" 0.126902628958324 0.00067830479398281 0.0191417966368391 0.101764763236686 0.113743348549118 0.123119164035892 0.135704643063268 0.173219677421906 796.371341439038 1.00320183642624
"shift_lock_1" 0.685067408295396 0.0172764723177779 0.585597307447954 0.0263127340182691 0.234434033305958 0.539827839617188 0.967883779880914 2.20284390073519 1148.91527934927 0.998898921574472
"gamma_s" 0.654860416771921 0.00373199084007322 0.113737329770134 0.442544860084688 0.569888254023384 0.653621330342839 0.734711960406935 0.86898731869969 928.805798043547 1.00319654987941
"gamma_H" 0.193750707315087 0.00145056700872964 0.0354880207456007 0.141767605377485 0.169390131893417 0.188703951111956 0.211908676382463 0.275308867781331 598.532813961527 1.00266435950328
"gamma_ICU" 0.142273602472994 0.00111614966174831 0.0328786818094375 0.0937257660882415 0.120386443187922 0.138054128576225 0.158804135209459 0.221197128645279 867.728637268893 1.00538573128944
"eps_H_ICU" 0.184669452344612 0.00258217364828315 0.0597300119129752 0.100642251514235 0.143585907010504 0.17408489483787 0.213263743387269 0.32186346936319 535.074572617847 1.01087468806475
"eps_H_x" 0.0529330402276163 0.000530694224997622 0.0140150769885717 0.0314045510529183 0.0430603090890323 0.0510389731721079 0.0608507859875938 0.0849732184439726 697.432613760024 1.00136420254967
"eps_ICU_x" 0.0518791743728142 0.0009133817257606 0.032195177816554 0.00628241614148411 0.0280183495411118 0.0460798153331364 0.0701230353374319 0.128377855650179 1242.44456178812 0.999031251894287
"r_d_s" 0.0947658876825934 0.00181127896682469 0.0499083693251016 0.0301140728726223 0.0571847700659834 0.0852197509086685 0.119480938346636 0.220758902385192 759.234741393703 1.0027955226638
"r_d_a" 0.214979407631714 0.00273314451607547 0.0924904127714955 0.0706414975094432 0.147372788800763 0.20343686595968 0.268730998745698 0.437454577891701 1145.16546836559 1.00088893055974
