"mean" "se_mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "n_eff" "Rhat"
"R0" 3.98442137926008 0.0183446666986366 0.542523858999143 2.87768169972248 3.60310799346128 4.01238375389944 4.41235424202218 4.89120477716736 874.61723949873 1.00370579527509
"r_lock_1" 0.330236169752388 0.0012671022683146 0.0362835498627109 0.277201078706669 0.303882730347388 0.32462044023562 0.35133136756723 0.416681203804865 819.966678531784 1.00556844867399
"gamma_s" 0.50784257673591 0.00434175194928182 0.152401233103693 0.254017598725296 0.389835973404817 0.499421561617571 0.611228815568158 0.824018293603808 1232.1028043339 1.00108295203248
"gamma_H" 0.300929474225774 0.00259754105719886 0.0788245931446243 0.188761570309548 0.24613907852179 0.288046501211353 0.341679123649431 0.49779985635623 920.870655541933 1.00174412174398
"gamma_ICU" 0.186330763065213 0.00176285272595122 0.0614202546648606 0.101517572804024 0.14433433315668 0.175431687949931 0.216725326482308 0.338992290877413 1213.92306300127 1.00055910206655
"eps_H_ICU" 0.115022369087808 0.00114021908396213 0.0393194966661893 0.0619299089319185 0.0872089024650942 0.107161444990709 0.133782230622963 0.21433272930003 1189.15725097128 1.00206819682474
"eps_H_x" 0.030226077830737 0.000204234538667945 0.00623912501920994 0.0196053788653574 0.0262165530226235 0.0294102791611598 0.0335884423422065 0.0450236168209854 933.230660563354 1.00031234219257
"eps_ICU_x" 0.0582392810282322 0.000933314144916113 0.0364610212679342 0.00926491554129561 0.0317815260032304 0.0511360340667511 0.0785352595238438 0.150146043252572 1526.16666140177 0.999881376038771
"r_d_s" 0.00330802387143723 2.23037837993662e-05 0.000639416163678999 0.00218759430747315 0.00285830424428554 0.00326003419699938 0.00370166230603014 0.00471715467656189 821.883246565664 1.00084757661076
"r_d_a" 0.00153685841670647 2.72022066692074e-05 0.000871707208239131 0.000252972419248872 0.000886444746356374 0.0014034519670621 0.00207083344615722 0.00361212064630648 1026.91146540192 1.00180435566453
