"mean" "se_mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "n_eff" "Rhat"
"R0" 3.98412101911755 0.0219912007043674 0.57671236412861 2.78419895276534 3.58192955816926 4.00727893761336 4.43859548061969 4.92578880010219 687.734229480329 1.00269973938019
"r_lock_1" 0.325889524104783 0.00155349696465888 0.039162554732612 0.267149765283327 0.297412003391411 0.31851735173694 0.347722275263319 0.425906055035553 635.508277521757 1.00407236496655
"gamma_s" 0.495151613379879 0.00462414227600444 0.154225801751654 0.242806303610922 0.376434139393536 0.483821310184084 0.603339633568779 0.812387086971884 1112.37622283249 1.00122850158289
"gamma_H" 0.299435596820361 0.00252591940540206 0.0794515905789498 0.182282694856902 0.24423335160086 0.286148227865507 0.337465642561826 0.492390721770369 989.387030745532 1.00392966488011
"gamma_ICU" 0.184390101798512 0.00150457203786566 0.0594349109089762 0.0998954499932374 0.142759619190306 0.172729290684938 0.215015405288516 0.337346125783486 1560.47659601417 1.00296019639358
"eps_H_ICU" 0.115534280188769 0.00118714138674049 0.0408478517097808 0.061409590375328 0.0874047302672792 0.106847147167724 0.134152181302275 0.222115642047548 1183.95051284659 1.00501611569318
"eps_H_x" 0.0300740061740225 0.000190764020101609 0.00625717083456715 0.0195677002971949 0.026059267520918 0.0292776513583482 0.0334450580355971 0.0448249176449567 1075.87816254203 1.00366395212044
"eps_ICU_x" 0.0589721977490528 0.000987355073220738 0.0373328363852027 0.00796848096159365 0.0308942279276717 0.0519136879341629 0.0790800647900042 0.153488144758228 1429.66817575547 0.999838475721731
"r_d_s" 0.0034392082915328 2.54048139453176e-05 0.000712636778049599 0.00216454846037648 0.00295407240563251 0.00337539886807677 0.00387115264036075 0.00502379756628084 786.87260639153 1.00588035978857
"r_d_a" 0.00161580804877334 3.0250147974718e-05 0.000923830123440202 0.000273599202501132 0.000935319209301282 0.00146920713216755 0.00214968071088628 0.00382144273754409 932.672628624798 1.00813241659602
