"mean" "se_mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "n_eff" "Rhat"
"R0" 3.47207766095666 NA 0.232306937913842 3.26755320336717 3.26755320336717 3.35186122818386 3.79682580453997 3.79682580453997 NA 12484.110427473
"r_lock_1" 0.528590829932162 0.13942129289646 0.170877612673699 0.366608872223497 0.366637614643571 0.454386361842941 0.764759126574192 0.764759126574192 1.50214592584262 24954.1768919565
"m_lock_1" 1.07478529979983 0.141259719883903 0.173130826574841 0.847813276973966 0.847828855823816 1.10898897563016 1.26754338101865 1.26754338101865 1.5021459234256 63866.734024781
"m_relax_1" 0.473236169933218 0.210135645824213 0.257546582133338 0.227075944168049 0.227086640636084 0.364025327678062 0.828599549223851 0.828599549223851 1.50214592299849 89864.8207659263
"shift_lock_1" 1.99831569250388 1.35537821481476 1.66117950309511 0.251378213156403 0.251378213156403 1.51292796259374 4.2305501742806 4.23100622111064 1.50214593151296 17118.7055349309
"gamma_s" 0.374027856738454 0.148155494629229 0.181582430416776 0.203684342038688 0.203706588861079 0.29290610543533 0.625481149236883 0.625481149236883 1.50214592456748 54741.8561681381
"gamma_H" 0.65406172432278 0.105007776904968 0.128699697538528 0.539723000981198 0.53974617206799 0.588669621610992 0.833777027994101 0.833777027994101 1.50214592525856 26543.1203623734
"gamma_ICU" 0.287295196464708 0.141789805659275 0.173780510751721 0.154551339262571 0.154551339262571 0.17466868010521 0.532666168941123 0.532666168941172 1.50214592543188 44581.9319401008
"eps_H_ICU" 0.374191356206587 0.0843810089021785 0.103419105282293 0.228753525243848 0.228753525243848 0.434109267222835 0.45971127304925 0.45971127304925 1.50214592843669 30810.6112187769
"eps_H_x" 0.557347851411577 0.158526602344823 0.194293473972766 0.311080383378777 0.311080383378777 0.575195056817079 0.785759028122745 0.78578758340557 1.50214592458623 46128.7436025005
"eps_ICU_x" 0.580564268933706 NA 0.0799152839886018 0.501384536988281 0.501416767255342 0.550352308704124 0.689935743366597 0.689935743366597 NA 20299.7467197407
"r_d_s" 0.563268843189399 0.0857506425235503 0.105097756729995 0.451703724706107 0.451703724706107 0.534096196202292 0.704006958341515 0.704006958341515 1.50214593489546 24970.4599088996
"r_d_a" 0.749401348239508 0.0368495655242685 0.0451635877713927 0.692589369410521 0.692605330770758 0.752565146625719 0.803039040892689 0.803039040892689 1.50214593256056 17776.2711215964
