"mean" "se_mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "n_eff" "Rhat"
"R0" 2.65720045114089 0.00202458019241892 0.0433994446164224 2.59958554614723 2.6287978818168 2.6486362066437 2.6748687378976 2.76752300961027 459.51360745712 1.00809326207188
"r_lock_1" 0.353788180496535 0.000242555088918492 0.00565958512425526 0.340346844431222 0.351138121373806 0.354621253074374 0.35738650263699 0.362543073494632 544.437976648183 1.00718426368162
"m_lock_1" 0.199360431788894 0.000399108918843698 0.0147107478075222 0.174277233529973 0.189411531812102 0.19784097956314 0.207956606505964 0.23152492381169 1358.58443435388 0.999896533489549
"m_relax_1" 0.232816887854801 0.00178108101291581 0.0631436815168646 0.115553736250903 0.188542823923264 0.228053369687608 0.274146663121425 0.365725310157897 1256.87605019056 1.00080974387116
"shift_lock_1" 4.8209877472476 0.0205341488153045 0.69543268616701 3.50286921012931 4.35268339121743 4.80798856656808 5.2726704266597 6.22024446942597 1146.98249047773 1.00007316938298
"gamma_s" 0.85867705198613 0.00170105391481252 0.0650092728393162 0.712541755305799 0.82034720915768 0.865011397551522 0.907023786322656 0.963684472246467 1460.5433746051 1.00068469637825
"gamma_H" 0.222457018651749 0.00436851606028673 0.0740643219720293 0.148256792821016 0.177594937582427 0.203354141304684 0.240031088362549 0.443631242548788 287.442002288982 1.00598776649109
"gamma_ICU" 0.532174677953895 0.00733067490531393 0.156072210594969 0.239712339182234 0.419995663386553 0.529687471300483 0.639864861886862 0.837100998540451 453.276541018235 1.00394964297513
"eps_H_ICU" 0.320960526708687 0.00444902445445218 0.0954189855216742 0.145083937387741 0.251923049504904 0.319181763316814 0.389847854656859 0.504247086084046 459.981117523285 1.0037287115821
"k_epsx" 78.9004077097463 0.129163573511139 5.33363095019717 69.0357397780164 75.1424636008887 78.7514705589595 82.4512467411854 89.938245504851 1705.16268683064 0.999468091678709
"eps_ICU_x" 0.207166149211778 0.00409438531541802 0.0738705103522501 0.117292154499583 0.154973712455265 0.189302984008861 0.239382942939044 0.409994158527927 325.510331253112 1.00520208909057
"r_d_s" 0.209458876645756 0.00363380238704861 0.10408182972552 0.0605300314327499 0.130127049930387 0.19399650629495 0.273280590338124 0.442296737910375 820.402972076147 1.00287110694659
"r_d_a" 0.0221732512998322 0.00050426037691633 0.0196108107955422 0.00179421773199321 0.00897300177373948 0.0164305995695783 0.0290378742998402 0.0756356428519268 1512.4513402494 0.999343238921901
